@relation 'CommitMessages'

@attribute Text string
@attribute class-att {negative,positive}

@data
'sqlfilteractionjava created march adapted from colin bell todo change name ',positive
'sqls milliseconds ',negative
'sqlserver yields conversion failed when converting datetime from character string for ',negative
'squirrel installed lib dir ',negative
'squirrel previous version before last update ',negative
'stamp ',negative
'standard expanders ',negative
'standard menues ',negative
'standard menues ',negative
'start loading tablecolumn info about the current database ',negative
'start the string for use the prepared statment ',negative
'start the threads ',negative
'start with illegal number rows matching query ',negative
'startparts contains our string key followed span ',negative
'startup ',negative
'startup time hint ',negative
'statement succeeded now but took longer than one second ',negative
'statements within procedure function can terminated with this ',negative
'static text ',negative
'statistics ',negative
'status ',negative
'status bar ',negative
'status bar color ',negative
'sticky tab was closed ',negative
'stop refresh running ',negative
'store all plain table info have ',negative
'store ptr newly open window list windows per session ',negative
'stored procedures ',negative
'stored procedures and functions have that dangling version thing ',negative
'string blinkcaret blinkcaret string blockcaretenabled blockcaretenabled string brackethighlighting brackethighlighting string string caretcolor caretcolor ',negative
